Id,SampleEventId,InputFileId,SpecConductivity,pHValue,DO,DOUnits,DOC,DOCUnits,NH4,NH4Units,SRP,SRPUnits,NO3,NO3Units,TDN,TDNUnits,TN,TNUnits,TDP,TDPUnits,TP,TPUnits,OtherElementsReported,StatisticalPooling,SampleSize,WaterSampleId,Notes
777,1026,2,83.2,4.76,NA,NA,3366,umol_L,4,umol_L,2.6,umol_L,-999999999,umol_L,82.05,umol_L,90.7,umol_L,0.032,umol_L,0.065,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""SUGG.IN.20161205""]}","{""sample date and time"":[""2016-12-05T16:26:00""]}"
778,1027,2,73.7,4.87,NA,NA,2650,umol_L,-999999999,umol_L,4.29,umol_L,-999999999,umol_L,79.13,umol_L,84.3,umol_L,0.065,umol_L,1.3,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""SUGG.OT.20161011""]}","{""sample date and time"":[""2016-10-11T15:30:00""]}"
779,1028,2,78.6,4.65,NA,NA,2866,umol_L,10.1,umol_L,2.3,umol_L,-999999999,umol_L,83.7,umol_L,86.27,umol_L,0.29,umol_L,0.32,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""SUGG.OT.20161031""]}","{""sample date and time"":[""2016-10-31T14:50:00""]}"
780,1029,2,83.5,4.73,NA,NA,3197,umol_L,4.1,umol_L,5.04,umol_L,-999999999,umol_L,85.77,umol_L,89.19,umol_L,0.065,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""SUGG.OT.20161205""]}","{""sample date and time"":[""2016-12-05T17:02:00""]}"
781,1030,2,274.8,8.275,NA,NA,102,umol_L,-999999999,umol_L,-999999999,umol_L,20.6,umol_L,22.25,umol_L,23.17,umol_L,-999999999,umol_L,-999999999,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20161017""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2016-10-17T11:25:00""]}"
782,1031,2,233.2,7.95,NA,NA,290.3,umol_L,-999999999,umol_L,-999999999,umol_L,21.3,umol_L,29,umol_L,28.56,umol_L,0.032,umol_L,0.065,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20161025""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2016-10-25T12:57:00""]}"
783,1032,2,259.8,8.255,NA,NA,183.4,umol_L,7.1,umol_L,1.3,umol_L,21,umol_L,26.31,umol_L,23,umol_L,0.29,umol_L,0.32,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20161031""]}","{""sample date and time"":[""2016-10-31T11:35:00""]}"
784,1033,2,306,4.27,NA,NA,124.5,umol_L,6.8,umol_L,15.1,umol_L,24.9,umol_L,27.36,umol_L,24.07,umol_L,0.19,umol_L,0.23,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20161107""]}","{""sample date and time"":[""2016-11-07T12:58:00""]}"
785,1034,2,273.4,8.316667,NA,NA,167.1,umol_L,-999999999,umol_L,6.72,umol_L,22,umol_L,29.98,umol_L,27.1,umol_L,-999999999,umol_L,0.032,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20161206""]}","{""sample date and time"":[""2016-12-06T11:59:00""]}"
786,1035,2,314.1,8.066667,NA,NA,105.3,umol_L,-999999999,umol_L,-999999999,umol_L,24.4,umol_L,31.14,umol_L,30.7,umol_L,0.065,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20161220""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2016-12-20T13:50:00""]}"
787,1036,2,300.5,8.4,NA,NA,80.39,umol_L,-999999999,umol_L,-999999999,umol_L,23.5,umol_L,31.81,umol_L,30.37,umol_L,0.032,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170117""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-01-17T11:50:00""]}"
788,1037,2,312,8.31,NA,NA,87.75,umol_L,9.78,umol_L,-999999999,umol_L,21.8,umol_L,22.36,umol_L,NA,NA,0.21,umol_L,NA,NA,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170221""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-02-21T11:43:00""]}"
789,1038,2,295.8,8.12,NA,NA,83.75,umol_L,8,umol_L,-999999999,umol_L,21.7,umol_L,30.36,umol_L,25.9,umol_L,0.24,umol_L,0.32,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170301""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-01T11:27:00""]}"
790,1039,2,278.9,8.14,NA,NA,137.9,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,35.33,umol_L,27.39,umol_L,0.032,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170321""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-21T11:29:00""]}"
791,1040,2,289.2,7.885,NA,NA,93.17,umol_L,-999999999,umol_L,-999999999,umol_L,21.2,umol_L,28.64,umol_L,28.82,umol_L,0.32,umol_L,0.39,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170427""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-04-27T11:32:00""]}"
792,1041,2,295.4,7.825,NA,NA,89.92,umol_L,-999999999,umol_L,-999999999,umol_L,18.5,umol_L,27.97,umol_L,24.3,umol_L,0.26,umol_L,0.29,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170523""]}","{""sample date and time"":[""2017-05-23T11:27:00""]}"
793,1042,2,311.2,8.34,NA,NA,62.84,umol_L,-999999999,umol_L,-999999999,umol_L,19.7,umol_L,29.23,umol_L,29.46,umol_L,-999999999,umol_L,0.032,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170613""]}","{""sample date and time"":[""2017-06-13T11:34:00""]}"
794,1043,2,302.5,8.24,NA,NA,81.42,umol_L,10.68812938,umol_L,-999999999,umol_L,18.9,umol_L,23.05684213,umol_L,24.36369804,umol_L,0.06564696,umol_L,0.23,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170622""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-06-22T11:19:00""]}"
795,1044,2,294.4,8.105,NA,NA,66.21,umol_L,7.5,umol_L,-999999999,umol_L,20.1,umol_L,23.15,umol_L,24.58,umol_L,0.4,umol_L,0.48,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170711""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-07-11T11:22:00""]}"
796,1045,2,296.2,8.14,NA,NA,89.92,umol_L,-999999999,umol_L,-999999999,umol_L,21.4,umol_L,22.46,umol_L,24.38,umol_L,0.959,umol_L,1.66,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170720""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-07-20T11:23:00""]}"
797,1046,2,250.5,8.26,NA,NA,110.88888889,umol_L,-999999999,umol_L,-999999999,umol_L,19.9289575,umol_L,23.68,umol_L,22.15942013,umol_L,0.41540536,umol_L,0.49504265,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170828""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-08-28T11:35:00""]}"
798,1047,2,235,8.23,NA,NA,157.2,umol_L,6.87,umol_L,-999999999,umol_L,16.84,umol_L,14.9,umol_L,14.3,umol_L,0.13,umol_L,0.19,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20170912""]}","{""sample date and time"":[""2017-09-12T11:25:00""]}"
799,1048,2,326.9,8.275,NA,NA,92.17,umol_L,9.369,umol_L,-999999999,umol_L,-999999999,umol_L,27.63,umol_L,28.2,umol_L,0.32,umol_L,0.39,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20171107""]}","{""sample date and time"":[""2017-11-07T11:47:00""]}"
800,1049,2,323.5,8.38,NA,NA,80.77,umol_L,7.456,umol_L,-999999999,umol_L,-999999999,umol_L,11.28,umol_L,10.88,umol_L,0.065,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20171114""]}","{""sample date and time"":[""2017-11-14T11:31:00""]}"
801,1050,2,335.6,8.153333,NA,NA,82.28,umol_L,7.256,umol_L,-999999999,umol_L,29.29,umol_L,12.33,umol_L,NA,NA,0.39,umol_L,NA,NA,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20171129""]}","{""sample date and time"":[""2017-11-29T11:22:00""]}"
802,1051,2,333.7,8.19,NA,NA,38.8,umol_L,6.81,umol_L,-999999999,umol_L,26.15,umol_L,26.46,umol_L,27.79,umol_L,0.29,umol_L,0.36,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CUPE.SS.20171219""]}","{""sample date and time"":[""2017-12-19T11:54:00""]}"
942,1191,2,201,8,NA,NA,129.3,umol_L,-999999999,umol_L,4.2,umol_L,28.1,umol_L,32.7,umol_L,NA,NA,0.29,umol_L,0.87,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20161011""]}","{""sample date and time"":[""2016-10-11T12:30:00""]}"
943,1192,2,168.9,7.765,NA,NA,142.2,umol_L,-999999999,umol_L,8.88,umol_L,32,umol_L,38.82,umol_L,36.9,umol_L,0.94,umol_L,1,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20161026""]}","{""sample date and time"":[""2016-10-26T12:26:00""]}"
944,1193,2,168.1,7.495,NA,NA,136.2,umol_L,8.71,umol_L,4.78,umol_L,37.6,umol_L,40.8,umol_L,NA,NA,0.58,umol_L,NA,NA,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20161115""]}","{""sample date and time"":[""2016-11-15T12:37:00""]}"
945,1194,2,194.4,7.705,NA,NA,124.8,umol_L,6.7,umol_L,1.3,umol_L,36.9,umol_L,40.44,umol_L,39.26,umol_L,1,umol_L,1.2,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20161129""]}","{""sample date and time"":[""2016-11-29T12:29:00""]}"
946,1195,2,204.6,8.055,NA,NA,73.87,umol_L,-999999999,umol_L,2.9,umol_L,38.3,umol_L,43.55,umol_L,41.81,umol_L,0.097,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20161213""]}","{""sample date and time"":[""2016-12-13T12:31:00""]}"
947,1196,2,221.5,7.915,NA,NA,88.17,umol_L,17.6,umol_L,-999999999,umol_L,36.2,umol_L,42.32,umol_L,40.18,umol_L,0.065,umol_L,0.19,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170124""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-01-24T12:35:00""]}"
948,1197,2,154.7,7.45,NA,NA,278,umol_L,5.8,umol_L,1.3,umol_L,42.1,umol_L,47,umol_L,NA,NA,0.032,umol_L,NA,NA,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170214""]}","{""sample date and time"":[""2017-02-14T11:54:00""]}"
949,1198,2,222.8,4.05,NA,NA,70.2,umol_L,-999999999,umol_L,1.1,umol_L,36.8,umol_L,40.58,umol_L,39.41,umol_L,1.18,umol_L,1.31,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170228""]}","{""sample date and time"":[""2017-02-28T12:25:00""]}"
950,1199,2,209.6,7.535,NA,NA,105.7,umol_L,-999999999,umol_L,-999999999,umol_L,30.5,umol_L,35.47,umol_L,NA,NA,0.726,umol_L,1.1,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170328""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-28T12:05:00""]}"
951,1200,2,209.9,7.88,NA,NA,19.82,umol_L,3.6,umol_L,-999999999,umol_L,25.1,umol_L,-999999999,umol_L,19.97,umol_L,0.36,umol_L,0.42,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170425""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-04-25T12:30:00""]}"
952,1201,2,220.2,7.8,NA,NA,97.5,umol_L,-999999999,umol_L,-999999999,umol_L,26.4,umol_L,37.64,umol_L,29.18,umol_L,1.5,umol_L,1.7,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170504""]}","{""sample date and time"":[""2017-05-04T12:17:00""]}"
953,1202,2,228,8.055,NA,NA,62.48,umol_L,-999999999,umol_L,-999999999,umol_L,27.4,umol_L,30.44,umol_L,33,umol_L,0.9,umol_L,0.94,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170530""]}","{""sample date and time"":[""2017-05-30T11:12:00""]}"
954,1203,2,234.3,8.16,NA,NA,107.8,umol_L,-999999999,umol_L,-999999999,umol_L,25.9,umol_L,34.21,umol_L,33.8,umol_L,0.36,umol_L,0.48,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170612""]}","{""sample date and time"":[""2017-06-12T13:03:00""]}"
955,1204,2,221.9,7.81,NA,NA,97.25,umol_L,4.7,umol_L,1.1,umol_L,24.4,umol_L,30.51,umol_L,57.61,umol_L,0.959,umol_L,0.365,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170627""]}","{""sample date and time"":[""2017-06-27T11:57:00""]}"
956,1205,2,237,7.82,NA,NA,112.1,umol_L,4.2,umol_L,-999999999,umol_L,32,umol_L,35.53,umol_L,36.98,umol_L,-999999999,umol_L,2.72,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170719""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-07-19T11:39:00""]}"
957,1206,2,224.3,7.92,NA,NA,98.75,umol_L,-999999999,umol_L,1.3,umol_L,27.33,umol_L,31.41,umol_L,NA,NA,0.065,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170724""]}","{""sample date and time"":[""2017-07-24T13:04:00""]}"
958,1207,2,204.7,7.39,NA,NA,119.13888889,umol_L,3.80868753,umol_L,-999999999,umol_L,29.46971976,umol_L,24.72,umol_L,26.36801985,umol_L,1.29356798,umol_L,1.63579312,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170822""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-08-22T12:27:00""]}"
959,1208,2,205.1,7.79,NA,NA,83.42,umol_L,7.97,umol_L,-999999999,umol_L,29.7,umol_L,19.65,umol_L,-999999999,umol_L,1.29,umol_L,1.5,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170914""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-09-14T11:22:00""]}"
960,1209,2,204.5,7.78,NA,NA,88.08,umol_L,7.12,umol_L,-999999999,umol_L,25.19,umol_L,22.58,umol_L,-999999999,umol_L,0.523,umol_L,0.55,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20170918""]}","{""sample date and time"":[""2017-09-18T12:55:00""]}"
961,1210,2,222.1,7.89,NA,NA,77.94,umol_L,10.99,umol_L,-999999999,umol_L,-999999999,umol_L,46.43,umol_L,50.74,umol_L,0.52,umol_L,0.58,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20171113""]}","{""sample date and time"":[""2017-11-13T12:25:00""]}"
962,1211,2,211,7.82,NA,NA,82.9875,umol_L,8.83020399,umol_L,-999999999,umol_L,49.8747632,umol_L,34.34,umol_L,40.55,umol_L,0.65646961,umol_L,0.72104039,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20171128""]}","{""sample date and time"":[""2017-11-28T12:10:00""]}"
963,1212,2,227.4,7.87,NA,NA,98.83,umol_L,14.27,umol_L,-999999999,umol_L,34.12,umol_L,23.43,umol_L,28.58,umol_L,0.77,umol_L,0.9,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""GUIL.SS.20171212""]}","{""sample date and time"":[""2017-12-12T13:08:00""]}"
1105,1354,2,17.3,6.765,NA,NA,370.3,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,18.62,umol_L,22.63,umol_L,0.032,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C0.20170207""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-02-07T17:15:00""]}"
1106,1355,2,12.6,6.21,NA,NA,338.1,umol_L,10.94,umol_L,-999999999,umol_L,-999999999,umol_L,11.1,umol_L,16,umol_L,0.065,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C0.20171107""]}","{""sample date and time"":[""2017-11-07T17:08:00""]}"
1127,1376,2,15.3,6.315,NA,NA,340.2,umol_L,-999999999,umol_L,-999999999,umol_L,4.4,umol_L,22.3,umol_L,21.8,umol_L,0.065,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C1.20170418""]}","{""sample date and time"":[""2017-04-18T15:45:00""]}"
1128,1377,2,NA,6.11,NA,NA,339.5,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,60.52,umol_L,24.62,umol_L,0.61,umol_L,0.68,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C1.20170502""]}","{""sample date and time"":[""2017-05-02T16:13:00""]}"
1129,1378,2,14.3,6.415,NA,NA,365.1,umol_L,6.5,umol_L,-999999999,umol_L,-999999999,umol_L,13.95,umol_L,21.08,umol_L,0.42,umol_L,0.48,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C1.20170606""]}","{""sample date and time"":[""2017-06-06T15:34:00""]}"
1130,1379,2,13.9,6.415,NA,NA,376.11111111,umol_L,6.97465904,umol_L,-999999999,umol_L,-999999999,umol_L,17.88,umol_L,24.1042312,umol_L,0.07533258,umol_L,1.26,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C1.20170711""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-07-11T16:22:00""]}"
1131,1380,2,14.2,6.255,NA,NA,379,umol_L,-999999999,umol_L,1.2,umol_L,-999999999,umol_L,15.92,umol_L,19.62,umol_L,0.065,umol_L,0.22,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C1.20170801""]}","{""sample date and time"":[""2017-08-01T15:43:00""]}"
1132,1381,2,11.9,6.515,NA,NA,379.97222222,umol_L,6.36764946,umol_L,-999999999,umol_L,-999999999,umol_L,18.82919897,umol_L,22.32605021,umol_L,0.64678399,umol_L,0.75332578,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C1.20170829""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-08-29T15:25:00""]}"
1133,1382,2,11.7,6.545,NA,NA,363.7,umol_L,7.78,umol_L,-999999999,umol_L,-999999999,umol_L,20.52,umol_L,23.4,umol_L,0.065,umol_L,0.77,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C1.20171003""]}","{""sample date and time"":[""2017-10-03T16:11:00""]}"
1134,1383,2,13.9,6.485,NA,NA,339.8,umol_L,7.955,umol_L,-999999999,umol_L,-999999999,umol_L,17.75,umol_L,22.16,umol_L,0.16,umol_L,0.97,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C1.20171016""]}","{""sample date and time"":[""2017-10-16T16:02:00""]}"
1176,1425,2,16.5,5.78,NA,NA,325.4,umol_L,5.4,umol_L,-999999999,umol_L,-999999999,umol_L,19.37,umol_L,29,umol_L,0.19,umol_L,0.39,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C2.20170606""]}","{""sample date and time"":[""2017-06-06T16:21:00""]}"
1177,1426,2,18.2,6.03,NA,NA,307.2,umol_L,14.4,umol_L,-999999999,umol_L,-999999999,umol_L,24.87,umol_L,30.6,umol_L,0.05918988,umol_L,0.66615522,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C2.20170711""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-07-11T16:23:00""]}"
1178,1427,2,14.2,5.91,NA,NA,324.3,umol_L,13.58,umol_L,1.3,umol_L,6.94,umol_L,26.73,umol_L,31.6,umol_L,0.881,umol_L,0.94,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C2.20170801""]}","{""sample date and time"":[""2017-08-01T15:59:00""]}"
1179,1428,2,20.5,6.19,NA,NA,360.2,umol_L,24.14,umol_L,1.14075046,umol_L,-999999999,umol_L,35.64,umol_L,38.75,umol_L,0.77377319,umol_L,0.88246734,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C2.20170829""]}","{""sample date and time"":[""2017-08-29T15:40:00""]}"
1180,1429,2,25.3,6.145,NA,NA,370,umol_L,42.79,umol_L,-999999999,umol_L,-999999999,umol_L,51.1,umol_L,50.89,umol_L,1.2,umol_L,2.5,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""CRAM.C2.20171016""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-10-16T16:16:00""]}"
1223,1472,2,13.5,6.35,NA,NA,249.7,umol_L,4.7,umol_L,-999999999,umol_L,-999999999,umol_L,24.19,umol_L,26,umol_L,0.13,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LIRO.C0.20170411""]}","{""sample date and time"":[""2017-04-11T16:50:00""]}"
1224,1473,2,12,7.745,NA,NA,333.9,umol_L,7.12,umol_L,-999999999,umol_L,-999999999,umol_L,11.18,umol_L,14.58,umol_L,0.065,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LIRO.C0.20171106""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-11-06T17:08:00""]}"
1250,1499,2,9.8,6.885,NA,NA,238.8,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,20.9,umol_L,19.47,umol_L,0.11,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LIRO.C1.20170501""]}","{""sample date and time"":[""2017-05-01T16:27:00""]}"
1251,1500,2,11.9,6.45,NA,NA,364.5,umol_L,4.6,umol_L,-999999999,umol_L,-999999999,umol_L,16.15,umol_L,19.9,umol_L,0.58,umol_L,0.84,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LIRO.C1.20170605""]}","{""sample date and time"":[""2017-06-05T16:28:00""]}"
1252,1501,2,10.9,6.38,NA,NA,356.5,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,19.92,umol_L,22.73,umol_L,0.032,umol_L,0.12,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LIRO.C1.20170710""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-07-10T15:07:00""]}"
1253,1502,2,13.5,6.283333,NA,NA,405.2,umol_L,-999999999,umol_L,1.1,umol_L,-999999999,umol_L,24.99,umol_L,22.4,umol_L,0.21,umol_L,0.384,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LIRO.C1.20170731""]}","{""sample date and time"":[""2017-07-31T15:03:00""]}"
1254,1503,2,11.1,6.943333,NA,NA,383.5,umol_L,5.28,umol_L,-999999999,umol_L,-999999999,umol_L,21.27,umol_L,20.44,umol_L,-999999999,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LIRO.C1.20170828""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-08-28T15:12:00""]}"
1298,1547,2,636,7.975,NA,NA,93.17,umol_L,-999999999,umol_L,-999999999,umol_L,5.7,umol_L,13.45,umol_L,13.18,umol_L,-999999999,umol_L,1.3,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""KING.SS.20150714""]}","{""sample date and time"":[""2015-07-14T13:20:00""]}"
1299,1548,2,650,7.74,NA,NA,68.86,umol_L,-999999999,umol_L,-999999999,umol_L,6.9,umol_L,12.65,umol_L,13.69,umol_L,-999999999,umol_L,1.8,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""KING.SS.20150804""]}","{""sample date and time"":[""2015-08-04T13:25:00""]}"
1300,1549,2,652,7.765,NA,NA,67.3,umol_L,-999999999,umol_L,-999999999,umol_L,7.28,umol_L,14.53,umol_L,15.8,umol_L,-999999999,umol_L,-999999999,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""KING.SS.20150811""]}","{""sample date and time"":[""2015-08-11T13:27:00""]}"
1301,1550,2,642,7.686667,NA,NA,122.9,umol_L,-999999999,umol_L,3.2,umol_L,-999999999,umol_L,8.484,umol_L,7.413,umol_L,2.3,umol_L,2.5,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""KING.SS.20161025""]}","{""sample date and time"":[""2016-10-25T17:12:00""]}"
1302,1551,2,646,7.685,NA,NA,106.7,umol_L,8.64,umol_L,5.2,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,2.4,umol_L,2.4,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""KING.SS.20161101""]}","{""sample date and time"":[""2016-11-01T15:58:00""]}"
1303,1552,2,617,7.983333,NA,NA,118.4,umol_L,3.6,umol_L,6.17,umol_L,3.9,umol_L,9.041,umol_L,14.13,umol_L,0.032,umol_L,0.065,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""KING.SS.20161206""]}","{""sample date and time"":[""2016-12-06T17:45:00""]}"
1304,1553,2,635,8.11,NA,NA,106.4,umol_L,-999999999,umol_L,-999999999,umol_L,4.3,umol_L,14.39,umol_L,14.44,umol_L,0.032,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""KING.SS.20170103""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-01-03T17:15:00""]}"
