Id,SampleEventId,InputFileId,SpecConductivity,pHValue,DO,DOUnits,DOC,DOCUnits,NH4,NH4Units,SRP,SRPUnits,NO3,NO3Units,TDN,TDNUnits,TN,TNUnits,TDP,TDPUnits,TP,TPUnits,OtherElementsReported,StatisticalPooling,SampleSize,WaterSampleId,Notes
1,250,2,123.8,6.9,NA,NA,175.4,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,7.306,umol_L,0.065,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20161018""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2016-10-18T13:50:00""]}"
2,251,2,155.1,6.99,NA,NA,249.8,umol_L,10.6,umol_L,13,umol_L,-999999999,umol_L,17.08,umol_L,13.32,umol_L,0.52,umol_L,0.58,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20161110""]}","{""sample date and time"":[""2016-11-10T14:50:00""]}"
3,252,2,161.1,6.8,NA,NA,361.1,umol_L,7.9,umol_L,1.6,umol_L,-999999999,umol_L,9.705,umol_L,9.441,umol_L,0.097,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20161117""]}","{""sample date and time"":[""2016-11-17T14:40:00""]}"
4,253,2,148,6.855,NA,NA,239,umol_L,3.9,umol_L,13.6,umol_L,-999999999,umol_L,12.08,umol_L,12.51,umol_L,0.032,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20161207""]}","{""sample date and time"":[""2016-12-07T14:50:00""]}"
5,254,2,149.3,7.015,NA,NA,227.2,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,14.26,umol_L,15.25,umol_L,-999999999,umol_L,-999999999,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20161214""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2016-12-14T14:50:00""]}"
6,255,2,74.8,6.785,NA,NA,231,umol_L,-999999999,umol_L,-999999999,umol_L,5.1,umol_L,15.87,umol_L,15.87,umol_L,0.065,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170117""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-01-17T15:30:00""]}"
7,256,2,130.3,6.795,NA,NA,193.9,umol_L,5.5,umol_L,-999999999,umol_L,-999999999,umol_L,10.89,umol_L,10.05,umol_L,0.032,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170125""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-01-25T15:02:00""]}"
8,257,2,144.9,6.625,NA,NA,155.2,umol_L,8.6,umol_L,-999999999,umol_L,5.6,umol_L,11.45,umol_L,10.25,umol_L,-999999999,umol_L,0.032,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170214""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-02-14T15:40:00""]}"
9,258,2,158.4,6.675,NA,NA,169.7,umol_L,-999999999,umol_L,-999999999,umol_L,4.7,umol_L,-999999999,umol_L,9.819,umol_L,0.11,umol_L,0.594,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170221""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-02-21T14:55:00""]}"
10,259,2,145,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.66,umol_L,13.05,umol_L,NA,NA,NA,NA,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170306""]}","{""sample date and time"":[""2017-03-06T15:35:00""]}"
11,260,2,133.5,6.85,NA,NA,151.5,umol_L,-999999999,umol_L,-999999999,umol_L,6.1,umol_L,13.75,umol_L,16.42,umol_L,0.032,umol_L,0.39,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170316""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-16T14:30:00""]}"
12,261,2,130.1,6.805,NA,NA,132.7,umol_L,-999999999,umol_L,-999999999,umol_L,4.9,umol_L,12.98,umol_L,-999999999,umol_L,0.032,umol_L,0.26,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170320""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-20T13:00:00""]}"
13,262,2,95.8,6.53,NA,NA,289.1,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,14.06,umol_L,16.16,umol_L,0.032,umol_L,0.032,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170405""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-04-05T14:05:00""]}"
14,263,2,112.4,6.72,NA,NA,214.8,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,11.58,umol_L,11.32,umol_L,0.065,umol_L,0.19,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170411""]}","{""sample date and time"":[""2017-04-11T13:30:00""]}"
15,264,2,115.5,6.71,NA,NA,242.6,umol_L,4.4,umol_L,-999999999,umol_L,-999999999,umol_L,10.24,umol_L,12.37,umol_L,0.16,umol_L,0.29,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170417""]}","{""sample date and time"":[""2017-04-17T13:30:00""]}"
16,265,2,109.6,6.52,NA,NA,311.3,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,13.78,umol_L,14.9,umol_L,0.065,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170426""]}","{""sample date and time"":[""2017-04-26T14:15:00""]}"
17,266,2,103.1,6.755,NA,NA,221.2,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,9.434,umol_L,15.09,umol_L,0.371,umol_L,0.52,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170509""]}","{""sample date and time"":[""2017-05-09T09:46:00""]}"
18,267,2,86,6.675,NA,NA,277.8,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,9.555,umol_L,16.08,umol_L,0.468,umol_L,0.55,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170515""]}","{""sample date and time"":[""2017-05-15T09:55:00""]}"
19,268,2,98.8,6.88,NA,NA,215.2,umol_L,5.9,umol_L,-999999999,umol_L,-999999999,umol_L,13.29,umol_L,12.13,umol_L,0.26,umol_L,0.36,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170531""]}","{""sample date and time"":[""2017-05-31T09:30:00""]}"
20,269,2,116.4,6.85,NA,NA,305.3,umol_L,5.7,umol_L,-999999999,umol_L,-999999999,umol_L,13.8,umol_L,14.33,umol_L,0.065,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170620""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-06-20T12:56:00""]}"
21,270,2,141.8,7.22,NA,NA,297.9,umol_L,16.2,umol_L,-999999999,umol_L,4,umol_L,17.26,umol_L,16.97,umol_L,0.15,umol_L,0.23,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170710""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-07-10T16:09:00""]}"
22,271,2,144.5,7.015,NA,NA,306.9,umol_L,-999999999,umol_L,1.4,umol_L,-999999999,umol_L,15.87,umol_L,NA,NA,0.032,umol_L,NA,NA,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170725""]}","{""sample date and time"":[""2017-07-25T12:30:00""]}"
23,272,2,112,6.9,NA,NA,336.5,umol_L,-999999999,umol_L,1.1,umol_L,5.93,umol_L,17.8,umol_L,16.76,umol_L,0.51,umol_L,0.55,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170808""]}","{""sample date and time"":[""2017-08-08T12:57:00""]}"
24,273,2,137.7,6.945,NA,NA,285.9,umol_L,-999999999,umol_L,-999999999,umol_L,-0.04998902,umol_L,13.6,umol_L,9.912,umol_L,0.077,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170906""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-09-06T13:00:00""]}"
25,274,2,141.1,6.99,NA,NA,229,umol_L,8.955,umol_L,-999999999,umol_L,4.08,umol_L,-999999999,umol_L,-999999999,umol_L,0.23,umol_L,0.29,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20170912""]}","{""sample date and time"":[""2017-09-12T13:08:00""]}"
26,275,2,97.9,6.54,NA,NA,322.6,umol_L,7.341,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,-999999999,umol_L,0.61,umol_L,0.68,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20171206""]}","{""sample date and time"":[""2017-12-06T15:50:00""]}"
27,276,2,102.8,7.15,NA,NA,175.3,umol_L,7.884,umol_L,-999999999,umol_L,4.6,umol_L,-999999999,umol_L,-999999999,umol_L,0.61,umol_L,0.71,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""HOPB.SS.20171212""]}","{""sample date and time"":[""2017-12-12T14:25:00""]}"
165,414,2,620,7.995,NA,NA,82.1,umol_L,-999999999,umol_L,2.2,umol_L,189.3,umol_L,206.9,umol_L,199.5,umol_L,-999999999,umol_L,-999999999,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20161005""]}","{""sample date and time"":[""2016-10-05T13:25:00""]}"
166,415,2,596,8,NA,NA,110.1,umol_L,-999999999,umol_L,2,umol_L,170.5,umol_L,180.3,umol_L,180,umol_L,0.097,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20161019""]}","{""sample date and time"":[""2016-10-19T13:52:00""]}"
167,416,2,597,7.935,NA,NA,124,umol_L,7,umol_L,7.36,umol_L,162.9,umol_L,130,umol_L,173.4,umol_L,0.45,umol_L,0.55,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20161109""]}","{""sample date and time"":[""2016-11-09T15:00:00""]}"
168,417,2,572,7.82,NA,NA,183,umol_L,6.1,umol_L,-999999999,umol_L,159,umol_L,158.1,umol_L,157.3,umol_L,0.032,umol_L,0.065,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20161130""]}","{""sample date and time"":[""2016-11-30T14:32:00""]}"
169,418,2,581,8.095,NA,NA,168.9,umol_L,5.4,umol_L,-999999999,umol_L,164.5,umol_L,156.3,umol_L,165.3,umol_L,0.065,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20161207""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2016-12-07T14:36:00""]}"
170,419,2,587,8.11,NA,NA,61.28,umol_L,-999999999,umol_L,-999999999,umol_L,191.9,umol_L,195,umol_L,195.4,umol_L,0.032,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170111""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-01-11T14:30:00""]}"
171,420,2,532,8.145,NA,NA,126.2,umol_L,6.8,umol_L,-999999999,umol_L,196.2,umol_L,209.7,umol_L,208,umol_L,0.065,umol_L,0.23,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170125""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-01-25T15:16:00""]}"
172,421,2,534,8.085,NA,NA,82.12,umol_L,-999999999,umol_L,-999999999,umol_L,207.5,umol_L,210.8,umol_L,210.6,umol_L,0.065,umol_L,0.23,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170201""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-02-01T14:22:00""]}"
173,422,2,509,8.155,NA,NA,191,umol_L,3.8,umol_L,-999999999,umol_L,200,umol_L,189.1,umol_L,186.5,umol_L,0.097,umol_L,0.19,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170215""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-02-15T15:02:00""]}"
174,423,2,568,8.085,NA,NA,86.75,umol_L,-999999999,umol_L,-999999999,umol_L,179,umol_L,174.2,umol_L,174.9,umol_L,0.23,umol_L,0.29,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170301""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-01T14:50:00""]}"
175,424,2,523,8.065,NA,NA,83.92,umol_L,9.64,umol_L,-999999999,umol_L,163,umol_L,168,umol_L,164.3,umol_L,3.1,umol_L,3.29,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170307""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-07T16:15:00""]}"
176,425,2,563,8.05,NA,NA,83,umol_L,-999999999,umol_L,-999999999,umol_L,190.4,umol_L,190.1,umol_L,184.8,umol_L,0.065,umol_L,0.13,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170315""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-15T13:45:00""]}"
177,426,2,550,8.046667,NA,NA,104.7,umol_L,-999999999,umol_L,-999999999,umol_L,160,umol_L,164,umol_L,163.6,umol_L,0.097,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170327""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-27T13:46:00""]}"
178,427,2,518,8.095,NA,NA,104.4,umol_L,-999999999,umol_L,-999999999,umol_L,154.5,umol_L,159,umol_L,159.1,umol_L,0.032,umol_L,0.065,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170419""]}","{""sample date and time"":[""2017-04-19T13:46:00""]}"
179,428,2,558,8.06,NA,NA,106,umol_L,4.6,umol_L,-999999999,umol_L,164.3,umol_L,163.8,umol_L,165,umol_L,0.436,umol_L,0.58,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170426""]}","{""sample date and time"":[""2017-04-26T13:21:00""]}"
180,429,2,577,8.085,NA,NA,94.2,umol_L,3.9,umol_L,-999999999,umol_L,150,umol_L,151.1,umol_L,156.7,umol_L,0.26,umol_L,0.29,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170503""]}","{""sample date and time"":[""2017-05-03T09:30:00""]}"
181,430,2,589,8.093333,NA,NA,86.25,umol_L,-999999999,umol_L,-999999999,umol_L,164.8,umol_L,174.2,umol_L,176,umol_L,0.32,umol_L,0.39,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170510""]}","{""sample date and time"":[""2017-05-10T09:13:00""]}"
182,431,2,577,8.01,NA,NA,96.42,umol_L,-999999999,umol_L,-999999999,umol_L,167.7,umol_L,176,umol_L,181,umol_L,0.65,umol_L,0.77,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170524""]}","{""sample date and time"":[""2017-05-24T09:20:00""]}"
183,432,2,516,7.945,NA,NA,101.8,umol_L,15.2,umol_L,-999999999,umol_L,183.1,umol_L,203.14,umol_L,213.43,umol_L,0.31,umol_L,0.39,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170614""]}","{""sample date and time"":[""2017-06-14T13:11:00""]}"
184,433,2,518,8.065,NA,NA,93.42,umol_L,13.1,umol_L,-999999999,umol_L,187.4,umol_L,190,umol_L,197.9,umol_L,-999999999,umol_L,0.16,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170621""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-06-21T13:20:00""]}"
185,434,2,540,8.103333,NA,NA,96.86111111,umol_L,-999999999,umol_L,1.1,umol_L,209.04457591,umol_L,214.5,umol_L,213.3,umol_L,0.47889996,umol_L,3.84088528,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170725""]}","{""sample date and time"":[""2017-07-25T13:09:00""]}"
186,435,2,495,8.04,NA,NA,97.5,umol_L,9.07,umol_L,-999999999,umol_L,206.1,umol_L,212.4,umol_L,209.9,umol_L,0.065,umol_L,2.18,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170809""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-08-09T13:26:00""]}"
187,436,2,538,7.89,NA,NA,107,umol_L,6.95,umol_L,-999999999,umol_L,213.9,umol_L,216,umol_L,223.7,umol_L,0.21,umol_L,0.29,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170822""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-08-22T13:27:00""]}"
188,437,2,603,8.05,NA,NA,96.25,umol_L,9.07,umol_L,-999999999,umol_L,179.2,umol_L,178,umol_L,177.7,umol_L,0.13,umol_L,0.19,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170913""]}","{""sample date and time"":[""2017-09-13T14:41:00""]}"
189,438,2,630,8.04,NA,NA,116.8,umol_L,8,umol_L,-999999999,umol_L,176.84,umol_L,182.5,umol_L,185.9,umol_L,0.058,umol_L,0.739,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20170927""]}","{""sample date and time"":[""2017-09-27T13:35:00""]}"
190,439,2,607,7.995,NA,NA,74.76,umol_L,8.791,umol_L,-999999999,umol_L,200.5,umol_L,189,umol_L,188.8,umol_L,0.32,umol_L,0.45,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20171129""]}","{""sample date and time"":[""2017-11-29T14:33:00""]}"
191,440,2,585,7.925,NA,NA,79.71,umol_L,8.441,umol_L,-999999999,umol_L,176.55,umol_L,186.5,umol_L,190.6,umol_L,0.61,umol_L,0.81,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20171205""]}","{""sample date and time"":[""2017-12-05T15:52:00""]}"
192,441,2,537,8.03,NA,NA,86,umol_L,14.09,umol_L,-999999999,umol_L,148.12,umol_L,140.4,umol_L,145.3,umol_L,0.61,umol_L,0.68,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""LEWI.SS.20171213""]}","{""sample date and time"":[""2017-12-13T16:44:00""]}"
335,584,2,83,7.425,NA,NA,121.9,umol_L,-999999999,umol_L,-999999999,umol_L,38.3,umol_L,45.03,umol_L,44.48,umol_L,-999999999,umol_L,1.9,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20150312""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2015-03-12T14:25:00""]}"
336,585,2,93.9,7.41,NA,NA,123,umol_L,-999999999,umol_L,-999999999,umol_L,24.2,umol_L,34.47,umol_L,NA,NA,-999999999,umol_L,NA,NA,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20150324""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2015-03-24T13:16:00""]}"
337,586,2,93.4,7.495,NA,NA,104.2,umol_L,-999999999,umol_L,-999999999,umol_L,16.4,umol_L,22.97,umol_L,25.74,umol_L,-999999999,umol_L,0.48,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20150505""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2015-05-05T14:18:00""]}"
338,587,2,104.7,7.51,NA,NA,128.5,umol_L,-999999999,umol_L,-999999999,umol_L,17.6,umol_L,21.75,umol_L,26.72,umol_L,0.449,umol_L,0.788,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20150519""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2015-05-19T14:45:00""]}"
339,588,2,66.9,7.62,NA,NA,157.6,umol_L,-999999999,umol_L,-999999999,umol_L,17.2,umol_L,24.51,umol_L,26.22,umol_L,0.58,umol_L,3.2,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20150714""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2015-07-14T14:38:00""]}"
340,589,2,85.5,7.815,NA,NA,184.8,umol_L,-999999999,umol_L,-999999999,umol_L,18.3,umol_L,29.39,umol_L,29,umol_L,0.61,umol_L,3.71,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20150811""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2015-08-11T13:00:00""]}"
341,590,2,113.4,7.686667,NA,NA,174.6,umol_L,-999999999,umol_L,1.3,umol_L,16,umol_L,22.15,umol_L,28.07,umol_L,1.2,umol_L,1.9,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20161004""]}","{""sample date and time"":[""2016-10-04T13:11:00""]}"
342,591,2,126.9,7.56,NA,NA,132.2,umol_L,9.64,umol_L,1.1,umol_L,4.5,umol_L,9.205,umol_L,8.777,umol_L,1,umol_L,1.2,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20161108""]}","{""sample date and time"":[""2016-11-08T14:14:00""]}"
343,592,2,113.8,7.665,NA,NA,188.7,umol_L,7.43,umol_L,11.8,umol_L,13.8,umol_L,19.33,umol_L,19.32,umol_L,1.1,umol_L,1.6,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20161129""]}","{""sample date and time"":[""2016-11-29T14:15:00""]}"
344,593,2,96.8,7.75,NA,NA,199.3,umol_L,-999999999,umol_L,12.3,umol_L,18.4,umol_L,23.44,umol_L,25.12,umol_L,-999999999,umol_L,0.032,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20161206""]}","{""sample date and time"":[""2016-12-06T14:43:00""]}"
345,594,2,102.2,7.715,NA,NA,123.1,umol_L,-999999999,umol_L,8.62,umol_L,26.3,umol_L,32.64,umol_L,32.01,umol_L,0.065,umol_L,0.097,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20161213""]}","{""sample date and time"":[""2016-12-13T13:54:00""]}"
346,595,2,85.1,7.48,NA,NA,108.2,umol_L,4.9,umol_L,1.1,umol_L,33.9,umol_L,38.8,umol_L,36.22,umol_L,-999999999,umol_L,0.032,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170131""]}","{""sample date and time"":[""2017-01-31T13:45:00""]}"
347,596,2,101.1,7.75,NA,NA,103.8,umol_L,-999999999,umol_L,1.1,umol_L,34.6,umol_L,35.23,umol_L,34.18,umol_L,-999999999,umol_L,0.032,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170214""]}","{""sample date and time"":[""2017-02-14T13:31:00""]}"
348,597,2,108.3,7.79,NA,NA,93.25,umol_L,11.1,umol_L,1.1,umol_L,28.1,umol_L,33.3,umol_L,34.21,umol_L,0.52,umol_L,0.626,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170228""]}","{""sample date and time"":[""2017-02-28T16:37:00""]}"
349,598,2,110.4,7.765,NA,NA,88.42,umol_L,-999999999,umol_L,-999999999,umol_L,36.1,umol_L,41.6,umol_L,39.86,umol_L,0.436,umol_L,0.52,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170306""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-06T13:33:00""]}"
350,599,2,108.3,7.535,NA,NA,86.42,umol_L,-999999999,umol_L,-999999999,umol_L,36,umol_L,38.7,umol_L,38.34,umol_L,1,umol_L,1.5,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170313""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-13T17:11:00""]}"
351,600,2,90.4,7.5,NA,NA,128.9,umol_L,-999999999,umol_L,-999999999,umol_L,30.9,umol_L,39.02,umol_L,37.1,umol_L,0.097,umol_L,0.19,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170320""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-03-20T15:11:00""]}"
352,601,2,102.9,7.85,NA,NA,139.6,umol_L,-999999999,umol_L,-999999999,umol_L,10.4,umol_L,23.34,umol_L,27.5,umol_L,0.55,umol_L,0.65,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170418""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-04-18T15:06:00""]}"
353,602,2,93,7.63,NA,NA,491.1,umol_L,4.4,umol_L,-999999999,umol_L,17.6,umol_L,39.36,umol_L,44.36,umol_L,1.4,umol_L,1.5,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170425""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-04-25T12:52:00""]}"
354,603,2,111,7.75,NA,NA,125.3,umol_L,4.6,umol_L,-999999999,umol_L,17.4,umol_L,27.97,umol_L,22.76,umol_L,0.87,umol_L,1,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170502""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-05-02T14:09:00""]}"
355,604,2,94.9,7.583333,NA,NA,110.7,umol_L,-999999999,umol_L,-999999999,umol_L,28,umol_L,30.32,umol_L,29.4,umol_L,0.823,umol_L,1,umol_L,TRUE,NA,NA,"{""parentSampleID"":[""POSE.SS.20170509""]}","{""externalLabDataByAnalyte"":[""Source value of Ortho-P may be below detection limit but was not flagged in source data.""],""sample date and time"":[""2017-05-09T13:22:00""]}"
